stable_gene_id,KO_E12_FCL_1,KO_E12_FCL_2,KO_E12_FCL_3,S200A_3_FCL_1,S200A_3_FCL_2,S200A_3_FCL_3,S200A_5_FCL_1,S200A_5_FCL_2,S200WT_1_FCL_1,S200WT_1_FCL_2,S200WT_2_FCL_3
ENSMUSG00000081410,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081412,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081413,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081414,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081415,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081416,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081417,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081418,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000081421,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081422,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081423,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081424,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081427,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081428,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081429,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081431,10,6,6,0,1,9,0,6,0,0,2
ENSMUSG00000081432,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081433,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081434,12,3,16,1,3,15,8,3,0,0,2
ENSMUSG00000081435,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081436,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081437,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081438,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081439,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081440,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081441,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081442,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081443,0,2,1,2,3,1,0,0,0,0,1
ENSMUSG00000081444,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081445,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081447,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081449,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081450,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081451,0,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000081452,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081453,0,0,1,1,0,0,0,1,0,0,0
ENSMUSG00000081455,6,9,5,10,68,55,24,15,0,0,3
ENSMUSG00000081456,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081457,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081458,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081459,1,1,4,2,0,0,0,0,0,0,0
ENSMUSG00000081460,4,4,5,0,4,10,6,3,0,0,1
ENSMUSG00000081461,1,1,0,1,0,0,0,0,0,0,1
ENSMUSG00000081463,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081464,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081465,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081466,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081467,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081469,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081470,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081471,0,0,0,0,1,1,0,0,0,0,1
ENSMUSG00000081473,0,2,2,4,7,7,0,2,0,0,0
ENSMUSG00000081474,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081475,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081476,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081477,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081478,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081480,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081481,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081483,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081484,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081485,44,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081486,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081487,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081488,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081490,0,0,0,0,0,0,1,0,1,0,0
ENSMUSG00000081491,2,2,0,0,2,2,0,2,0,0,1
ENSMUSG00000081492,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081494,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081495,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081496,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081497,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081498,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081499,0,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000081500,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081501,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081502,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081504,1,1,0,0,1,0,0,4,0,0,0
ENSMUSG00000081505,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081506,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081507,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081508,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081510,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081511,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081512,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000081513,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081514,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081515,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081516,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081517,0,0,1,0,0,0,4,0,0,0,0
ENSMUSG00000081519,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081520,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081522,7,6,8,0,7,8,9,2,0,0,8
ENSMUSG00000081523,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081524,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081525,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081526,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081528,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081529,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081530,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081531,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081532,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081533,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081534,138,115,68,266,281,200,265,151,19,40,185
ENSMUSG00000081536,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081537,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081538,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081539,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081540,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081541,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081542,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081543,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081544,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081546,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081547,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081548,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081550,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081551,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081552,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081553,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081555,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081556,0,0,0,1,0,0,1,0,0,0,0
ENSMUSG00000081557,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081559,21,29,31,25,21,39,32,30,0,0,8
ENSMUSG00000081560,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081561,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081562,2,0,1,0,2,3,2,0,0,0,0
ENSMUSG00000081563,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081564,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081565,2,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000081566,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081567,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081568,1,1,0,1,0,1,0,0,0,0,0
ENSMUSG00000081569,1,3,0,8,5,0,2,3,0,0,2
ENSMUSG00000081570,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081571,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081572,69,56,48,3,77,88,25,58,0,0,22
ENSMUSG00000081573,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081574,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081575,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081576,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000081577,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081578,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081579,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000081580,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081583,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081584,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081585,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081586,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081587,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081588,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081589,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081590,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081591,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081592,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081593,0,0,0,1,3,2,0,0,0,0,0
ENSMUSG00000081594,0,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000081595,0,0,0,0,2,0,1,0,0,1,0
ENSMUSG00000081596,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081597,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081598,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081599,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081600,7,2,0,0,1,3,2,3,0,0,0
ENSMUSG00000081601,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081602,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081603,51,57,54,45,86,36,48,10,1,1,17
ENSMUSG00000081604,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081605,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081606,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081607,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081608,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081609,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081610,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081611,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081612,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081613,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000081614,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081615,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081616,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081617,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081618,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081619,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081620,19,18,14,7,9,21,15,7,0,2,3
ENSMUSG00000081621,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081622,2,0,4,2,1,0,1,1,0,1,0
ENSMUSG00000081623,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081624,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081625,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081626,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081627,21,20,26,24,28,0,0,12,1,1,13
ENSMUSG00000081628,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081629,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081630,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081631,0,0,1,0,0,0,2,0,0,0,0
ENSMUSG00000081632,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081633,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081635,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081636,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081638,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081639,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081640,9,11,5,0,1,4,0,7,0,0,1
ENSMUSG00000081641,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081642,1,5,2,0,6,4,0,4,0,0,1
ENSMUSG00000081643,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081646,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081647,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081648,4,4,14,3,16,2,17,1,3,4,9
ENSMUSG00000081649,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081650,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000081651,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081652,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081653,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081654,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081656,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081657,0,1,0,1,1,0,4,0,0,0,1
ENSMUSG00000081658,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081659,0,2,0,1,0,0,1,0,0,0,0
ENSMUSG00000081660,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081661,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081662,4,3,9,5,11,7,15,3,0,2,3
ENSMUSG00000081663,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081664,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081665,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081666,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081667,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081668,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081669,0,3,0,0,3,1,0,2,0,0,0
ENSMUSG00000081670,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081671,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081672,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081673,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081674,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081675,0,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000081676,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081677,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081678,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081679,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081680,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000081681,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081683,93,85,55,21,92,137,51,73,2,2,66
ENSMUSG00000081684,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000081685,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081686,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081687,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081688,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081689,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081690,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081691,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081692,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081693,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081694,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081695,10,3,1,0,4,6,0,4,0,0,0
ENSMUSG00000081696,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081697,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081698,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081699,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081700,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081701,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081703,51,25,33,19,49,42,60,26,0,1,34
ENSMUSG00000081704,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081705,0,0,0,1,0,0,0,0,0,0,3
ENSMUSG00000081706,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081707,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081709,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081711,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081712,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081713,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081714,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081715,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081716,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081717,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081718,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081719,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081720,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081721,21,14,0,0,12,15,5,0,0,0,5
ENSMUSG00000081722,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081723,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081724,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081728,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081729,0,0,0,1,0,2,2,0,0,0,0
ENSMUSG00000081730,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000081731,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081732,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081733,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081734,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081735,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081736,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081737,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081738,2,2,4,0,0,3,5,2,0,1,0
ENSMUSG00000081739,2,3,1,4,3,0,5,0,0,0,11
ENSMUSG00000081740,0,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000081741,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081742,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081743,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081744,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081745,0,0,2,0,0,0,0,1,0,0,0
ENSMUSG00000081746,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081747,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081748,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000081749,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081750,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081751,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081752,632,529,651,1321,1539,543,1685,294,85,180,551
ENSMUSG00000081755,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081756,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081757,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081758,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081761,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081762,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081763,0,0,0,0,0,0,1,0,0,2,0
ENSMUSG00000081765,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081766,10,6,0,0,5,20,0,0,0,0,0
ENSMUSG00000081767,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081768,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081769,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081770,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081771,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081772,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081773,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081774,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081775,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081777,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081778,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081779,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081781,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081782,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081783,1,1,2,0,0,1,0,2,0,0,0
ENSMUSG00000081784,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081786,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081787,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081788,0,2,0,0,3,0,6,0,0,1,0
ENSMUSG00000081789,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081791,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081792,2,1,4,3,1,1,3,3,1,6,3
ENSMUSG00000081793,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081796,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081797,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081798,0,3,2,5,3,0,6,0,0,0,4
ENSMUSG00000081799,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081800,0,3,0,2,1,0,14,2,1,0,1
ENSMUSG00000081801,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081803,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081804,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081805,0,1,0,0,6,1,0,0,0,0,1
ENSMUSG00000081806,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081807,7,1,1,1,0,0,1,0,0,0,3
ENSMUSG00000081809,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081810,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081811,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081812,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081813,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081814,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081816,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081817,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081819,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081820,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081821,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081822,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081823,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081824,40,21,30,0,16,68,5,42,1,0,5
ENSMUSG00000081827,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081828,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081829,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081830,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081831,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081833,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081834,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081835,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081836,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081837,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081838,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081839,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081840,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081841,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081842,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081843,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081844,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081845,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081847,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081848,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081849,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081851,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081852,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081853,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081854,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081855,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081856,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081857,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081858,0,0,0,1,3,1,0,2,0,0,0
ENSMUSG00000081859,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081860,1,1,0,0,0,3,0,1,0,0,0
ENSMUSG00000081861,0,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000081862,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081863,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081864,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081865,3,2,2,2,9,3,7,3,2,0,0
ENSMUSG00000081866,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081868,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081869,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081870,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081871,16,14,31,31,28,8,88,2,11,0,67
ENSMUSG00000081872,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081873,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081874,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081875,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081876,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081877,0,0,0,0,0,0,0,0,0,0,0
